User_ID,journey_path,converted
U_B07_05385,Marketplace -> Influencer Blog,0
U_B07_05386,YouTube -> YouTube -> Instagram -> Instagram,0
U_B07_05387,Influencer Blog -> Influencer Blog -> YouTube -> Google Search,0
U_B07_05388,Google Search -> Influencer Blog -> Google Search -> YouTube -> Google Search,1
U_B07_05389,Instagram -> Influencer Blog -> YouTube,0
U_B07_05390,YouTube -> Influencer Blog -> Marketplace -> Influencer Blog,0
U_B07_05391,Google Search -> Instagram -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> YouTube -> Influencer Blog,0
U_B07_05392,Influencer Blog -> Google Search -> Influencer Blog,0
U_B07_05393,Google Search -> Google Search -> YouTube -> Marketplace -> Google Search -> Influencer Blog -> Marketplace,1
U_B07_05394,Influencer Blog -> Marketplace -> Google Search -> YouTube -> Google Search -> Google Search -> Google Search -> Influencer Blog,0
U_B07_05395,Marketplace -> Marketplace -> Instagram,0
U_B07_05396,Marketplace -> Marketplace -> Marketplace -> Google Search -> YouTube -> Google Search,0
U_B07_05397,Instagram -> Marketplace -> Instagram -> Instagram,0
U_B07_05398,YouTube -> YouTube -> YouTube -> YouTube,0
U_B07_05399,Google Search,0
U_B07_05400,Instagram -> Marketplace,0
U_B07_05401,Influencer Blog,0
U_B07_05402,Marketplace -> YouTube -> Google Search -> Marketplace -> Google Search,1
U_B07_05403,YouTube -> Google Search -> Google Search -> Google Search -> YouTube -> Google Search,1
U_B07_05404,YouTube -> Google Search -> YouTube -> YouTube -> Google Search -> Marketplace -> Marketplace,1
U_B07_05405,Marketplace -> Influencer Blog -> Google Search -> Google Search -> Google Search,1
U_B07_05406,YouTube -> YouTube -> Influencer Blog,0
U_B07_05407,Google Search -> Influencer Blog -> Instagram -> Google Search,1
U_B07_05408,YouTube -> Influencer Blog -> Influencer Blog -> YouTube -> Instagram,0
U_B07_05409,Marketplace -> Marketplace -> Instagram -> Marketplace -> Marketplace -> Marketplace,0
U_B07_05410,Google Search -> Marketplace -> Marketplace -> Influencer Blog,0
U_B07_05411,Marketplace -> Marketplace -> Marketplace -> Marketplace -> Instagram -> Instagram,0
U_B07_05412,Influencer Blog -> Google Search -> YouTube,0
U_B07_05413,Instagram -> Instagram -> YouTube -> Influencer Blog,0
U_B07_05414,Marketplace -> Google Search -> Marketplace -> Marketplace -> Marketplace,0
U_B07_05415,Google Search -> YouTube -> Instagram -> Google Search -> Google Search,0
U_B07_05416,Google Search -> YouTube -> YouTube -> Google Search,1
U_B07_05417,Google Search -> YouTube -> Marketplace -> Influencer Blog -> Instagram -> Instagram -> Marketplace,1
U_B07_05418,YouTube -> Influencer Blog -> Marketplace -> Marketplace -> Marketplace -> Google Search -> Google Search,1
U_B07_05419,YouTube -> Google Search -> Marketplace -> Google Search,0
U_B07_05420,Google Search,0
U_B07_05421,Instagram -> Instagram -> Marketplace -> Marketplace -> Marketplace,0
U_B07_05422,Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog,0
U_B07_05423,Google Search -> Google Search -> Influencer Blog -> Google Search,1
U_B07_05424,Marketplace -> Marketplace -> YouTube -> YouTube -> Marketplace -> Instagram -> Influencer Blog,0
U_B07_05425,Google Search -> Google Search,1
U_B07_05426,Google Search -> YouTube -> Google Search,1
U_B07_05427,Google Search -> YouTube -> Influencer Blog,0
U_B07_05428,YouTube -> Google Search -> Google Search,0
U_B07_05429,Google Search -> Influencer Blog -> Google Search -> Marketplace -> Google Search -> Google Search,0
U_B07_05430,Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Google Search,0
U_B07_05431,Instagram -> Google Search -> Instagram -> Marketplace,0
U_B07_05432,Google Search,0
U_B07_05433,Influencer Blog -> Google Search,0
U_B07_05434,Instagram -> YouTube -> YouTube,0
U_B07_05435,Influencer Blog -> YouTube -> YouTube,1
U_B07_05436,Google Search -> YouTube -> Google Search,1
U_B07_05437,Google Search -> Google Search,1
U_B07_05438,Instagram -> Instagram -> YouTube -> Instagram -> YouTube,0
U_B07_05439,Influencer Blog -> Instagram -> Influencer Blog,0
U_B07_05440,YouTube -> Google Search -> Google Search -> Influencer Blog -> Instagram -> Influencer Blog,0
U_B07_05441,YouTube -> Google Search -> Google Search,0
U_B07_05442,Marketplace -> Influencer Blog -> Instagram -> Influencer Blog -> Marketplace,0
U_B07_05443,YouTube,0
U_B07_05444,Google Search -> Marketplace -> Instagram -> YouTube -> Google Search,0
U_B07_05445,Google Search,0
U_B07_05446,Google Search -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Influencer Blog -> Marketplace,0
U_B07_05447,Marketplace,0
U_B07_05448,Influencer Blog -> Marketplace -> Instagram -> Google Search,0
U_B07_05449,YouTube -> Google Search -> Instagram -> Instagram -> YouTube,0
U_B07_05450,Marketplace -> YouTube -> Influencer Blog -> Marketplace -> Google Search,0
U_B07_05451,YouTube -> Marketplace -> Google Search -> YouTube -> Google Search,1
U_B07_05452,Marketplace -> Influencer Blog -> YouTube -> YouTube -> Influencer Blog -> YouTube,0
U_B07_05453,Influencer Blog -> YouTube,0
U_B07_05454,YouTube -> YouTube -> Instagram -> Instagram -> Marketplace,0
U_B07_05455,Marketplace -> YouTube,0
U_B07_05456,Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> YouTube -> YouTube -> YouTube -> YouTube -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> YouTube -> YouTube -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Marketplace -> Marketplace -> YouTube -> YouTube -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> YouTube -> YouTube -> YouTube -> YouTube -> Instagram -> Instagram -> Google Search -> Google Search -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> Google Search -> Google Search -> Instagram -> Instagram -> Google Search -> Google Search -> Google Search -> Google Search -> Marketplace -> Marketplace -> YouTube -> YouTube -> Marketplace -> Marketplace -> Instagram -> Instagram -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Google Search -> Google Search -> Google Search -> Google Search -> Instagram -> Instagram -> Marketplace -> Marketplace -> Instagram -> Instagram,0
U_B07_05457,Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Google Search -> YouTube,0
U_B07_05458,Marketplace -> YouTube,0
U_B07_05459,Influencer Blog,0
U_B07_05460,Influencer Blog -> Instagram -> YouTube -> Influencer Blog,0
U_B07_05461,Marketplace -> Marketplace -> Google Search -> Influencer Blog,0
U_B07_05462,Google Search -> Google Search -> Google Search -> Marketplace -> Influencer Blog -> Google Search -> Marketplace,0
U_B07_05463,Google Search -> Google Search -> Marketplace -> Google Search -> Marketplace,1
U_B07_05464,Google Search,0
U_B07_05465,Influencer Blog -> Instagram -> YouTube,0
U_B07_05466,Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> YouTube -> YouTube -> Marketplace -> Marketplace -> Instagram -> Instagram -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> YouTube -> YouTube -> Instagram -> Instagram -> YouTube -> YouTube -> Google Search -> Google Search -> Google Search -> Google Search -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> YouTube -> YouTube -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> YouTube -> YouTube -> YouTube -> YouTube -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> YouTube -> YouTube -> YouTube -> YouTube -> Marketplace -> Marketplace -> YouTube -> YouTube -> Instagram -> Instagram -> Google Search -> Google Search -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Google Search -> Google Search -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Marketplace -> Marketplace -> YouTube -> YouTube -> YouTube -> YouTube -> Google Search -> Google Search,0
U_B07_05467,Marketplace -> Influencer Blog -> Influencer Blog -> YouTube -> Instagram -> YouTube,0
U_B07_05468,Influencer Blog -> Google Search -> Google Search -> Google Search,1
U_B07_05469,Marketplace -> YouTube -> Marketplace -> Marketplace,0
U_B07_05470,YouTube -> Influencer Blog -> Instagram -> Google Search -> Influencer Blog -> Instagram,0
U_B07_05471,Google Search -> Instagram -> Instagram -> Influencer Blog -> Google Search,0
U_B07_05472,YouTube -> YouTube -> Google Search -> Marketplace,0
U_B07_05473,Instagram -> YouTube,0
U_B07_05474,YouTube -> Marketplace -> Instagram -> Influencer Blog,0
U_B07_05475,YouTube -> Marketplace -> Google Search,0
U_B07_05476,Google Search -> Google Search -> Google Search -> Google Search -> Google Search,0
U_B07_05477,Google Search -> YouTube -> YouTube -> Google Search -> Instagram -> YouTube -> Google Search,1
U_B07_05478,Google Search -> Google Search,1
U_B07_05479,Influencer Blog -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Google Search,1
U_B07_05480,Marketplace -> Google Search,0
U_B07_05481,YouTube -> YouTube -> YouTube,0
U_B07_05482,YouTube -> Instagram -> Google Search -> Google Search -> Google Search,1
U_B07_05483,YouTube -> Instagram -> Instagram -> YouTube -> Instagram -> Marketplace,0
U_B07_05484,YouTube -> Marketplace -> Marketplace -> Marketplace -> Instagram -> Marketplace,0
U_B07_05485,Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Google Search,0
U_B07_05486,Google Search -> Instagram -> Instagram,0
U_B07_05487,YouTube,0
U_B07_05488,Google Search -> YouTube -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Marketplace,0
U_B07_05489,Marketplace -> Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Instagram,0
U_B07_05490,YouTube,0
U_B07_05491,Marketplace -> Influencer Blog,0
U_B07_05492,Google Search -> Influencer Blog -> Marketplace,0
U_B07_05493,Influencer Blog -> Influencer Blog -> Influencer Blog -> Marketplace,0
U_B07_05494,Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> YouTube,0
U_B07_05495,Google Search -> Google Search,1
U_B07_05496,Google Search -> Google Search -> YouTube -> YouTube -> Influencer Blog -> Google Search,1
U_B07_05497,Marketplace -> Google Search -> Instagram -> Marketplace,0
U_B07_05498,Marketplace -> Marketplace -> Influencer Blog -> Marketplace -> Google Search -> Google Search,1
U_B07_05499,Instagram -> YouTube -> Instagram -> Instagram -> Instagram -> YouTube,0
U_B07_05500,Instagram -> Marketplace -> YouTube -> Marketplace -> Influencer Blog,0
U_B07_05501,Marketplace -> Marketplace -> YouTube -> Instagram -> Marketplace -> Marketplace,0
U_B07_05502,Marketplace -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog,0
U_B07_05503,Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Marketplace -> Marketplace -> YouTube -> YouTube -> YouTube -> YouTube -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Google Search -> Google Search -> Marketplace -> Marketplace -> Instagram -> Instagram -> YouTube -> YouTube -> Marketplace -> Marketplace -> Instagram -> Instagram -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Google Search -> Google Search -> YouTube -> YouTube -> Google Search -> Google Search -> YouTube -> YouTube -> Instagram -> Instagram -> YouTube -> YouTube -> YouTube -> YouTube -> Instagram -> Instagram -> YouTube -> YouTube -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> YouTube -> YouTube -> Google Search -> Google Search -> Instagram -> Instagram -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Instagram -> Instagram,0
U_B07_05504,Marketplace -> YouTube,0
U_B07_05505,Instagram -> Influencer Blog -> Google Search -> Marketplace -> YouTube -> Instagram,0
U_B07_05506,Marketplace,0
U_B07_05507,Google Search -> Influencer Blog -> Instagram -> YouTube -> Google Search -> YouTube,0
U_B07_05508,Marketplace -> Google Search -> Influencer Blog -> YouTube -> Instagram -> Influencer Blog,0
U_B07_05509,Marketplace -> Marketplace -> Marketplace -> YouTube,0
U_B07_05510,YouTube,0
U_B07_05511,Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Google Search -> Google Search -> Instagram -> Instagram -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Google Search -> Google Search -> Google Search -> Google Search -> Google Search -> Google Search -> Marketplace -> Marketplace -> YouTube -> YouTube -> YouTube -> YouTube -> Google Search -> Google Search -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> YouTube -> YouTube -> Marketplace -> Marketplace -> Google Search -> Google Search -> Marketplace -> Marketplace -> Google Search -> Google Search -> YouTube -> YouTube -> Google Search -> Google Search -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Google Search -> Google Search -> Marketplace -> Marketplace -> YouTube -> YouTube -> Google Search -> Google Search -> YouTube -> YouTube -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> Google Search -> Google Search -> YouTube -> YouTube -> Google Search -> Google Search,0
U_B07_05512,Instagram -> Instagram -> Marketplace -> Marketplace -> YouTube -> YouTube -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Marketplace -> Marketplace -> YouTube -> YouTube -> Google Search -> Google Search -> YouTube -> YouTube -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> Google Search -> Google Search -> Google Search -> Google Search -> YouTube -> YouTube -> YouTube -> YouTube -> Google Search -> Google Search -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Instagram -> Instagram -> Instagram -> Instagram -> Marketplace -> Marketplace -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> Instagram -> Instagram -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Google Search -> Google Search -> Google Search -> Google Search -> Marketplace -> Marketplace -> Instagram -> Instagram -> Google Search -> Google Search -> Instagram -> Instagram -> Instagram -> Instagram -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Google Search -> Google Search -> Google Search -> Google Search -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Marketplace -> Marketplace -> YouTube -> YouTube -> Google Search -> Google Search,0
U_B07_05513,Marketplace -> Instagram,0
U_B07_05514,Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Influencer Blog -> YouTube -> Marketplace -> Google Search -> Instagram,0
U_B07_05515,Marketplace -> YouTube -> YouTube -> Marketplace,0
U_B07_05516,Google Search -> Instagram -> Google Search -> Instagram -> Google Search,0
U_B07_05517,Instagram -> Influencer Blog,0
U_B07_05518,Google Search -> Instagram -> Google Search,1
U_B07_05519,Marketplace -> Google Search -> Google Search,1
U_B07_05520,Influencer Blog,0
U_B07_05521,YouTube -> YouTube,0
U_B07_05522,Marketplace -> Influencer Blog -> Google Search -> Google Search -> Google Search -> YouTube -> Instagram -> YouTube,0
U_B07_05523,Google Search -> Instagram -> YouTube -> YouTube -> YouTube -> Influencer Blog,0
U_B07_05524,Influencer Blog -> YouTube -> YouTube,0
U_B07_05525,Google Search -> Influencer Blog -> Google Search -> Influencer Blog,0
U_B07_05526,Influencer Blog -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Marketplace,0
U_B07_05527,Influencer Blog,0
U_B07_05528,Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Google Search -> Google Search,1
U_B07_05529,Google Search -> YouTube -> Instagram -> Google Search -> Instagram,0
U_B07_05530,Marketplace,0
U_B07_05531,Influencer Blog -> YouTube -> Marketplace -> Marketplace,1
U_B07_05532,Marketplace -> Marketplace -> Instagram -> Marketplace -> Instagram,0
U_B07_05533,YouTube -> Marketplace -> Google Search -> Google Search -> YouTube,0
U_B07_05534,Instagram -> YouTube -> Google Search,0
U_B07_05535,Google Search,0
U_B07_05536,YouTube -> Google Search -> Instagram -> Marketplace -> Marketplace -> Marketplace,1
U_B07_05537,Marketplace -> Marketplace -> Instagram -> Google Search -> Influencer Blog -> Google Search,0
U_B07_05538,Influencer Blog -> Instagram,0
U_B07_05539,Google Search -> YouTube -> Google Search -> Influencer Blog -> Instagram -> Marketplace -> Marketplace -> Marketplace,1
U_B07_05540,Instagram -> Instagram -> Instagram,1
U_B07_05541,YouTube -> Influencer Blog -> YouTube -> Instagram -> Influencer Blog -> YouTube,0
U_B07_05542,YouTube -> Influencer Blog,0
U_B07_05543,Influencer Blog,0
U_B07_05544,Instagram -> Instagram -> Google Search -> Influencer Blog -> Instagram,0
U_B07_05545,Marketplace -> YouTube,0
U_B07_05546,Google Search -> Instagram -> Instagram,0
U_B07_05547,Instagram -> Marketplace -> Influencer Blog -> Marketplace -> YouTube -> Instagram,0
U_B07_05548,Influencer Blog -> Instagram -> Google Search,0
U_B07_05549,Influencer Blog -> YouTube,0
U_B07_05550,Instagram -> Marketplace -> Marketplace,1
U_B07_05551,Instagram -> Marketplace -> Marketplace -> YouTube,0
U_B07_05552,YouTube -> Marketplace -> Google Search -> Google Search,1
U_B07_05553,Marketplace -> Google Search -> Google Search -> Google Search -> YouTube -> Google Search,0
U_B07_05554,Marketplace -> YouTube -> YouTube,0
U_B07_05555,Influencer Blog -> Influencer Blog -> Influencer Blog -> Google Search -> Instagram -> Instagram -> Google Search,1
U_B07_05556,Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Marketplace -> YouTube,0
U_B07_05557,YouTube -> YouTube -> Marketplace,0
U_B07_05558,Marketplace -> Influencer Blog -> YouTube -> Instagram,0
U_B07_05559,Google Search,0
U_B07_05560,Influencer Blog -> Instagram,0
U_B07_05561,Marketplace -> Marketplace -> Marketplace -> YouTube -> Instagram,0
U_B07_05562,Instagram -> Influencer Blog -> Google Search -> Google Search,1
U_B07_05563,Influencer Blog -> Instagram -> Marketplace,0
U_B07_05564,Google Search -> Marketplace -> Google Search -> Influencer Blog -> Instagram -> YouTube,0
U_B07_05565,YouTube,0
U_B07_05566,Marketplace -> Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Marketplace,0
U_B07_05567,Instagram -> Marketplace -> Instagram,0
U_B07_05568,YouTube -> Marketplace -> Instagram -> Instagram -> Instagram -> Marketplace -> Marketplace,0
U_B07_05569,YouTube,0
U_B07_05570,YouTube -> Instagram -> Marketplace,0
U_B07_05571,Marketplace -> Influencer Blog -> Influencer Blog,0
U_B07_05572,Google Search -> Instagram -> Google Search,1
U_B07_05573,Instagram -> Instagram -> Instagram -> Marketplace,0
U_B07_05574,YouTube -> Marketplace -> YouTube -> Marketplace -> Instagram -> Influencer Blog,0
U_B07_05575,YouTube -> YouTube,0
U_B07_05576,Instagram,0
U_B07_05577,Influencer Blog -> Influencer Blog -> Influencer Blog -> Google Search -> Instagram,0
U_B07_05578,YouTube -> Instagram -> Marketplace -> Google Search,0
U_B07_05579,Google Search -> Google Search -> Influencer Blog,0
U_B07_05580,Influencer Blog -> Instagram -> Instagram -> Marketplace -> Google Search,0
U_B07_05581,YouTube -> Google Search -> Google Search,1
U_B07_05582,Marketplace,0
U_B07_05583,Google Search -> Google Search,0
U_B07_05584,Marketplace -> Instagram -> Instagram -> Google Search -> Marketplace -> Influencer Blog,0
U_B07_05585,Marketplace -> Marketplace -> Google Search -> Marketplace,0
U_B07_05586,Google Search -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Google Search,1
U_B07_05587,Marketplace -> Instagram -> Instagram -> Influencer Blog,0
U_B07_05588,Marketplace -> Influencer Blog -> YouTube -> Instagram -> Influencer Blog -> Google Search,0
U_B07_05589,YouTube -> Influencer Blog -> Google Search -> Marketplace,0
U_B07_05590,Influencer Blog -> Instagram -> Google Search -> Instagram,0
U_B07_05591,Marketplace -> Influencer Blog -> Marketplace -> YouTube,0
U_B07_05592,Instagram,0
U_B07_05593,Instagram -> Marketplace -> YouTube,0
U_B07_05594,Google Search -> Google Search,1
U_B07_05595,Marketplace -> Influencer Blog -> Instagram -> Instagram -> Marketplace,0
U_B07_05596,Influencer Blog -> Marketplace -> Influencer Blog -> Influencer Blog,0
U_B07_05597,Influencer Blog -> YouTube -> YouTube -> Google Search -> YouTube -> Instagram -> Instagram,0
U_B07_05598,YouTube -> Marketplace,0
U_B07_05599,Marketplace,0
U_B07_05600,Google Search -> Google Search,1
U_B07_05601,Google Search -> Instagram,0
U_B07_05602,Marketplace -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Influencer Blog -> Marketplace,0
U_B07_05603,Google Search,0
U_B07_05604,Google Search -> YouTube,0
U_B07_05605,Google Search -> Instagram,0
U_B07_05606,YouTube -> Influencer Blog -> Instagram -> YouTube -> Marketplace -> Instagram,0
U_B07_05607,Influencer Blog -> Influencer Blog,0
U_B07_05608,Instagram -> Marketplace -> YouTube -> Google Search -> Marketplace,0
U_B07_05609,Marketplace -> YouTube -> Instagram,0
U_B07_05610,Instagram -> Instagram -> Marketplace -> Instagram -> Instagram,0
U_B07_05611,Marketplace -> Marketplace,0
U_B07_05612,Instagram -> YouTube,0
U_B07_05613,Instagram,0
U_B07_05614,Google Search -> Marketplace -> Marketplace,1
U_B07_05615,Influencer Blog -> Marketplace -> Influencer Blog,0
U_B07_05616,Influencer Blog -> Instagram -> Marketplace -> Google Search,0
U_B07_05617,YouTube -> YouTube -> Marketplace -> YouTube,0
U_B07_05618,Google Search -> Influencer Blog -> YouTube -> Influencer Blog -> YouTube -> Google Search,1
U_B07_05619,Influencer Blog,0
U_B07_05620,Google Search -> Influencer Blog -> Instagram -> Marketplace,0
U_B07_05621,Marketplace -> Influencer Blog -> Influencer Blog -> YouTube,0
U_B07_05622,Google Search -> Marketplace -> Influencer Blog -> Google Search -> Instagram,0
U_B07_05623,Google Search -> Marketplace -> Influencer Blog -> YouTube -> Influencer Blog -> Google Search,0
U_B07_05624,Influencer Blog,0
U_B07_05625,Influencer Blog -> YouTube,0
U_B07_05626,YouTube -> Google Search -> Influencer Blog -> Google Search,0
U_B07_05627,Google Search -> Influencer Blog,0
U_B07_05628,YouTube -> Instagram -> Google Search -> YouTube -> YouTube,0
U_B07_05629,Instagram -> Instagram -> Marketplace -> Marketplace -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Instagram -> Instagram -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Google Search -> Google Search -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> Instagram -> Instagram -> YouTube -> YouTube -> Marketplace -> Marketplace -> Google Search -> Google Search -> YouTube -> YouTube -> Google Search -> Google Search -> Google Search -> Google Search -> Google Search -> Google Search -> YouTube -> YouTube -> Instagram -> Instagram -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> YouTube -> YouTube -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Google Search -> Google Search -> Google Search -> Google Search -> YouTube -> YouTube -> Instagram -> Instagram -> Instagram -> Instagram,0
U_B07_05630,Instagram,0
U_B07_05631,Influencer Blog -> Google Search -> Marketplace -> Instagram,0
U_B07_05632,Marketplace -> Instagram -> YouTube -> Instagram -> Google Search,0
U_B07_05633,Marketplace -> Marketplace -> Marketplace -> Marketplace -> Instagram -> Instagram -> Marketplace -> Marketplace -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> YouTube -> YouTube -> YouTube -> YouTube -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> Google Search -> Google Search -> YouTube -> YouTube -> Marketplace -> Marketplace -> Instagram -> Instagram -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> YouTube -> YouTube -> YouTube -> YouTube -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Google Search -> Google Search -> Influencer Blog -> Influencer Blog -> Google Search -> Google Search -> Marketplace -> Marketplace -> Influencer Blog -> Influencer Blog -> Instagram -> Instagram -> Google Search -> Google Search -> Marketplace -> Marketplace -> Marketplace -> Marketplace -> YouTube -> YouTube -> Instagram -> Instagram -> YouTube -> YouTube -> Instagram -> Instagram -> Instagram -> Instagram -> Google Search -> Google Search,0
U_B07_05634,Influencer Blog -> Influencer Blog -> Influencer Blog -> YouTube -> Google Search,0
U_B07_05635,Google Search -> Instagram -> Instagram -> Influencer Blog -> Influencer Blog -> Influencer Blog -> YouTube -> Influencer Blog,0
U_B07_05636,Influencer Blog -> YouTube -> YouTube,0
U_B07_05637,Google Search -> Google Search,1
U_B07_05638,Marketplace -> Instagram -> Influencer Blog -> Influencer Blog -> YouTube,0
U_B07_05639,Marketplace -> Marketplace,0
U_B07_05640,Influencer Blog -> Marketplace -> YouTube -> Google Search -> Instagram,0
U_B07_05641,YouTube -> Influencer Blog,0
U_B07_05642,Instagram -> YouTube -> Influencer Blog,0
U_B07_05643,YouTube -> Marketplace -> Instagram -> Marketplace -> Marketplace,0
U_B07_05644,Marketplace -> Instagram -> YouTube -> YouTube -> Marketplace -> Google Search -> Instagram -> Instagram -> Instagram -> Google Search,1
U_B07_05645,Google Search,0
U_B07_05646,Marketplace,0
U_B07_05647,Instagram -> Instagram -> Influencer Blog -> YouTube -> Influencer Blog,0
U_B07_05648,Marketplace,0
U_B07_05649,YouTube -> Marketplace,0
U_B07_05650,Marketplace,0
U_B07_05651,Marketplace -> Instagram -> Influencer Blog -> Marketplace,0
U_B07_05652,YouTube -> Influencer Blog -> Marketplace -> Marketplace -> YouTube -> Influencer Blog,0
